120.195.94.145 - - [01/Feb/2026:00:03:21 +0800] "GET /news/shu-biao-zi-dong-dian-ji.html HTTP/1.1" 200 20328 "-" "Mozilla/5.0 (Linux;u;Android 4.2.2;zh-cn;) AppleWebKit/534.46 (KHTML,like Gecko) Version/5.1 Mobile Safari/10600.6.3 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
120.195.94.158 - - [01/Feb/2026:00:03:23 +0800] "GET /api/latest-version?platform=3 HTTP/1.1" 200 166 "https://www.shudaxia.com/news/shu-biao-zi-dong-dian-ji.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
36.156.89.141 - - [01/Feb/2026:00:03:23 +0800] "GET /api/auth/session HTTP/1.1" 200 35 "https://www.shudaxia.com/news/shu-biao-zi-dong-dian-ji.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
124.95.162.146 - - [01/Feb/2026:00:03:23 +0800] "GET /api/footer-links HTTP/1.1" 200 535 "https://www.shudaxia.com/news/shu-biao-zi-dong-dian-ji.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
124.95.162.150 - - [01/Feb/2026:00:03:23 +0800] "POST /api/articles/59/view HTTP/1.1" 200 3198 "https://www.shudaxia.com/news/shu-biao-zi-dong-dian-ji.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
124.95.162.211 - - [01/Feb/2026:00:03:23 +0800] "GET /api/latest-version?platform=2 HTTP/1.1" 200 152 "https://www.shudaxia.com/news/shu-biao-zi-dong-dian-ji.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
124.95.162.198 - - [01/Feb/2026:00:03:23 +0800] "GET /api/latest-version?platform=3 HTTP/1.1" 200 166 "https://www.shudaxia.com/news/shu-biao-zi-dong-dian-ji.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
124.95.162.207 - - [01/Feb/2026:00:03:23 +0800] "GET /api/auth/session HTTP/1.1" 200 35 "https://www.shudaxia.com/news/shu-biao-zi-dong-dian-ji.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
124.95.162.199 - - [01/Feb/2026:00:03:27 +0800] "GET /api/latest-version?platform=2 HTTP/1.1" 200 152 "https://www.shudaxia.com/news/shu-biao-zi-dong-dian-ji.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
36.156.89.176 - - [01/Feb/2026:00:10:41 +0800] "GET /?lan=cn&lan=cn HTTP/1.1" 200 24569 "-" "Mozilla/5.0 (Linux;u;Android 4.2.2;zh-cn;) AppleWebKit/534.46 (KHTML,like Gecko) Version/5.1 Mobile Safari/10600.6.3 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
122.228.84.190 - - [01/Feb/2026:00:10:46 +0800] "GET /api/latest-version?platform=3 HTTP/1.1" 200 166 "https://www.shudaxia.com/?lan=cn&lan=cn" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)"
